RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value
33,Indonesia,F,Marital status,Married or living together,... if she burns the food,1/1/2012,2.5
33,Indonesia,F,Marital status,Never married,... if she burns the food,1/1/2012,2.7
33,Indonesia,F,Age,15-24,... if she burns the food,1/1/2012,3.1
33,Indonesia,F,Marital status,"Widowed, divorced, separated",... if she burns the food,1/1/2012,3.3
33,Indonesia,F,Education,No education,... if she burns the food,1/1/2012,3.8
33,Indonesia,F,Education,Primary,... if she burns the food,1/1/2012,3.9
33,Indonesia,F,Employment,Employed for kind,... if she burns the food,1/1/2012,4
33,Indonesia,M,Residence,Rural,... if she burns the food,1/1/2012,1.1
33,Indonesia,M,Education,Primary,... if she burns the food,1/1/2012,1.4
33,Indonesia,M,Employment,Employed for kind,... if she burns the food,1/1/2012,1.4
33,Indonesia,M,Education,No education,... if she burns the food,1/1/2012,2.6
383,Indonesia,F,Age,15-24,... for at least one specific reason,1/1/2012,42.2
383,Indonesia,F,Age,25-34,... for at least one specific reason,1/1/2012,34.5
383,Indonesia,F,Age,35-49,... for at least one specific reason,1/1/2012,28.9
103,Indonesia,F,Age,15-24,... if she argues with him,1/1/2012,6.9
103,Indonesia,F,Age,25-34,... if she argues with him,1/1/2012,5.1
103,Indonesia,F,Age,35-49,... if she argues with him,1/1/2012,5.2
173,Indonesia,F,Age,15-24,... if she goes out without telling him,1/1/2012,26.9
173,Indonesia,F,Age,25-34,... if she goes out without telling him,1/1/2012,24.8
173,Indonesia,F,Age,35-49,... if she goes out without telling him,1/1/2012,21.4
243,Indonesia,F,Age,15-24,... if she neglects the children,1/1/2012,34.3
243,Indonesia,F,Age,25-34,... if she neglects the children,1/1/2012,27.6
383,Indonesia,F,Education,Higher,... for at least one specific reason,1/1/2012,25.5
383,Indonesia,F,Education,No education,... for at least one specific reason,1/1/2012,26.6
383,Indonesia,F,Education,Primary,... for at least one specific reason,1/1/2012,35.5
383,Indonesia,F,Education,Secondary,... for at least one specific reason,1/1/2012,36.5
103,Indonesia,F,Education,Higher,... if she argues with him,1/1/2012,2.9
173,Indonesia,F,Education,No education,... if she goes out without telling him,1/1/2012,19.8
173,Indonesia,F,Education,Primary,... if she goes out without telling him,1/1/2012,26.9
173,Indonesia,F,Education,Secondary,... if she goes out without telling him,1/1/2012,24.7
243,Indonesia,F,Education,Higher,... if she neglects the children,1/1/2012,21.1
243,Indonesia,F,Education,No education,... if she neglects the children,1/1/2012,19.9
243,Indonesia,F,Education,Primary,... if she neglects the children,1/1/2012,27.3
243,Indonesia,F,Education,Secondary,... if she neglects the children,1/1/2012,29.2
383,Indonesia,F,Employment,Employed for cash,... for at least one specific reason,1/1/2012,31.9
383,Indonesia,F,Employment,Employed for kind,... for at least one specific reason,1/1/2012,37.8
383,Indonesia,F,Employment,Unemployed,... for at least one specific reason,1/1/2012,36.3
103,Indonesia,F,Employment,Employed for cash,... if she argues with him,1/1/2012,4.8
173,Indonesia,F,Employment,Employed for cash,... if she goes out without telling him,1/1/2012,22.2
173,Indonesia,F,Employment,Employed for kind,... if she goes out without telling him,1/1/2012,28.2
173,Indonesia,F,Employment,Unemployed,... if she goes out without telling him,1/1/2012,24.7
243,Indonesia,F,Employment,Employed for cash,... if she neglects the children,1/1/2012,25.2
243,Indonesia,F,Employment,Employed for kind,... if she neglects the children,1/1/2012,29.5
243,Indonesia,F,Employment,Unemployed,... if she neglects the children,1/1/2012,28.9
313,Indonesia,F,Employment,Employed for cash,... if she refuses to have sex with him,1/1/2012,8.5
313,Indonesia,F,Employment,Employed for kind,... if she refuses to have sex with him,1/1/2012,11
313,Indonesia,F,Employment,Unemployed,... if she refuses to have sex with him,1/1/2012,8.7
383,Indonesia,F,Marital status,Married or living together,... for at least one specific reason,1/1/2012,33.5
383,Indonesia,F,Marital status,Never married,... for at least one specific reason,1/1/2012,38.5
383,Indonesia,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,1/1/2012,30.9
173,Indonesia,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1/1/2012,23.9
243,Indonesia,F,Marital status,Married or living together,... if she neglects the children,1/1/2012,26.4
243,Indonesia,F,Marital status,Never married,... if she neglects the children,1/1/2012,31.2
243,Indonesia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,1/1/2012,23.9
313,Indonesia,F,Marital status,Married or living together,... if she refuses to have sex with him,1/1/2012,8.8
313,Indonesia,F,Marital status,Never married,... if she refuses to have sex with him,1/1/2012,9
313,Indonesia,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,1/1/2012,11.2
383,Indonesia,F,Residence,Rural,... for at least one specific reason,1/1/2012,39.6
383,Indonesia,F,Residence,Urban,... for at least one specific reason,1/1/2012,29.8
103,Indonesia,F,Residence,Rural,... if she argues with him,1/1/2012,7.8
103,Indonesia,F,Residence,Urban,... if she argues with him,1/1/2012,3.7
173,Indonesia,F,Residence,Rural,... if she goes out without telling him,1/1/2012,29.3
173,Indonesia,F,Residence,Urban,... if she goes out without telling him,1/1/2012,19.2
243,Indonesia,F,Residence,Rural,... if she neglects the children,1/1/2012,31.1
243,Indonesia,F,Residence,Urban,... if she neglects the children,1/1/2012,23.8
313,Indonesia,F,Residence,Rural,... if she refuses to have sex with him,1/1/2012,11.5
313,Indonesia,F,Residence,Urban,... if she refuses to have sex with him,1/1/2012,6.6
383,Indonesia,M,Age,15-24,... for at least one specific reason,1/1/2012,24.8
383,Indonesia,M,Age,25-34,... for at least one specific reason,1/1/2012,20.1
383,Indonesia,M,Age,35-49,... for at least one specific reason,1/1/2012,16.7
173,Indonesia,M,Age,15-24,... if she goes out without telling him,1/1/2012,12.4
173,Indonesia,M,Age,25-34,... if she goes out without telling him,1/1/2012,12.6
173,Indonesia,M,Age,35-49,... if she goes out without telling him,1/1/2012,12
243,Indonesia,M,Age,15-24,... if she neglects the children,1/1/2012,18.3
383,Indonesia,M,Education,Primary,... for at least one specific reason,1/1/2012,20.4
383,Indonesia,M,Education,Secondary,... for at least one specific reason,1/1/2012,18.3
103,Indonesia,M,Education,Higher,... if she argues with him,1/1/2012,2.5
103,Indonesia,M,Education,No education,... if she argues with him,1/1/2012,9.3
103,Indonesia,M,Education,Primary,... if she argues with him,1/1/2012,4.3
103,Indonesia,M,Education,Secondary,... if she argues with him,1/1/2012,2.8
173,Indonesia,M,Education,Higher,... if she goes out without telling him,1/1/2012,7.6
244,Jordan,F,Age,35-49,... if she neglects the children,1/1/2017,6.6
384,Jordan,F,Education,Higher,... for at least one specific reason,1/1/2017,9.1
384,Jordan,F,Education,No education,... for at least one specific reason,1/1/2017,28.1
384,Jordan,F,Education,Primary,... for at least one specific reason,1/1/2017,26.2
384,Jordan,F,Education,Secondary,... for at least one specific reason,1/1/2017,15.3
384,Jordan,M,Age,15-24,... for at least one specific reason,1/1/2017,33.1
384,Jordan,M,Age,25-34,... for at least one specific reason,1/1/2017,31.8
384,Jordan,M,Age,35-49,... for at least one specific reason,1/1/2017,25.1
104,Jordan,M,Age,15-24,... if she argues with him,1/1/2017,19.8
104,Jordan,M,Age,25-34,... if she argues with him,1/1/2017,18.2
104,Jordan,M,Age,35-49,... if she argues with him,1/1/2017,13.8
34,Jordan,M,Age,15-24,... if she burns the food,1/1/2017,12
34,Jordan,M,Age,25-34,... if she burns the food,1/1/2017,6.8
34,Jordan,M,Age,35-49,... if she burns the food,1/1/2017,4.8
174,Jordan,M,Age,15-24,... if she goes out without telling him,1/1/2017,21.1
174,Jordan,M,Age,25-34,... if she goes out without telling him,1/1/2017,18.4
174,Jordan,M,Age,35-49,... if she goes out without telling him,1/1/2017,15.2
244,Jordan,M,Age,15-24,... if she neglects the children,1/1/2017,15.6
244,Jordan,M,Age,25-34,... if she neglects the children,1/1/2017,13.5
384,Jordan,M,Education,Primary,... for at least one specific reason,1/1/2017,22.8
384,Jordan,M,Education,Secondary,... for at least one specific reason,1/1/2017,32.6
104,Jordan,M,Education,Higher,... if she argues with him,1/1/2017,15.7
104,Jordan,M,Education,No education,... if she argues with him,1/1/2017,34
104,Jordan,M,Education,Primary,... if she argues with him,1/1/2017,9.4
104,Jordan,M,Education,Secondary,... if she argues with him,1/1/2017,19
34,Jordan,M,Education,Higher,... if she burns the food,1/1/2017,8
34,Jordan,M,Education,No education,... if she burns the food,1/1/2017,18.7
34,Jordan,M,Education,Primary,... if she burns the food,1/1/2017,2.7
34,Jordan,M,Education,Secondary,... if she burns the food,1/1/2017,8.9
244,Jordan,M,Education,Primary,... if she neglects the children,1/1/2017,9
244,Jordan,M,Education,Secondary,... if she neglects the children,1/1/2017,14.2
315,Kenya,F,Age,35-49,... if she refuses to have sex with him,1/1/2014,19.9
385,Kenya,F,Education,Higher,... for at least one specific reason,1/1/2014,14.9
385,Kenya,F,Education,No education,... for at least one specific reason,1/1/2014,59.1
385,Kenya,F,Education,Primary,... for at least one specific reason,1/1/2014,49
385,Kenya,F,Education,Secondary,... for at least one specific reason,1/1/2014,35.8
105,Kenya,F,Education,Higher,... if she argues with him,1/1/2014,3.7
105,Kenya,F,Education,No education,... if she argues with him,1/1/2014,36.9
105,Kenya,F,Education,Primary,... if she argues with him,1/1/2014,26.1
105,Kenya,F,Education,Secondary,... if she argues with him,1/1/2014,15.3
35,Kenya,F,Education,Higher,... if she burns the food,1/1/2014,0.8
35,Kenya,F,Education,No education,... if she burns the food,1/1/2014,16
35,Kenya,F,Education,Primary,... if she burns the food,1/1/2014,8.8
35,Kenya,F,Education,Secondary,... if she burns the food,1/1/2014,4.4
175,Kenya,F,Education,Higher,... if she goes out without telling him,1/1/2014,4.6
175,Kenya,F,Education,No education,... if she goes out without telling him,1/1/2014,38.3
175,Kenya,F,Education,Primary,... if she goes out without telling him,1/1/2014,26.8
175,Kenya,F,Education,Secondary,... if she goes out without telling him,1/1/2014,16.2
245,Kenya,F,Education,Higher,... if she neglects the children,1/1/2014,11.3
245,Kenya,F,Education,No education,... if she neglects the children,1/1/2014,49.4
245,Kenya,F,Education,Primary,... if she neglects the children,1/1/2014,39
245,Kenya,F,Education,Secondary,... if she neglects the children,1/1/2014,28.3
315,Kenya,F,Education,Higher,... if she refuses to have sex with him,1/1/2014,2.5
315,Kenya,F,Education,No education,... if she refuses to have sex with him,1/1/2014,36
315,Kenya,F,Education,Primary,... if she refuses to have sex with him,1/1/2014,19
315,Kenya,F,Education,Secondary,... if she refuses to have sex with him,1/1/2014,8.8
385,Kenya,F,Employment,Employed for cash,... for at least one specific reason,1/1/2014,38.6
385,Kenya,F,Employment,Employed for kind,... for at least one specific reason,1/1/2014,53.7
385,Kenya,F,Employment,Unemployed,... for at least one specific reason,1/1/2014,42
105,Kenya,F,Employment,Employed for cash,... if she argues with him,1/1/2014,18.4
105,Kenya,F,Employment,Employed for kind,... if she argues with him,1/1/2014,30.8
245,Kenya,F,Employment,Employed for cash,... if she neglects the children,1/1/2014,30.5
245,Kenya,F,Employment,Employed for kind,... if she neglects the children,1/1/2014,42.7
245,Kenya,F,Employment,Unemployed,... if she neglects the children,1/1/2014,33.9
315,Kenya,F,Employment,Employed for cash,... if she refuses to have sex with him,1/1/2014,13.8
315,Kenya,F,Employment,Employed for kind,... if she refuses to have sex with him,1/1/2014,22.6
315,Kenya,F,Employment,Unemployed,... if she refuses to have sex with him,1/1/2014,14.1
385,Kenya,F,Marital status,Married or living together,... for at least one specific reason,1/1/2014,43.6
385,Kenya,F,Marital status,Never married,... for at least one specific reason,1/1/2014,38.2
385,Kenya,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,1/1/2014,41.5
105,Kenya,F,Marital status,Married or living together,... if she argues with him,1/1/2014,23.3
105,Kenya,F,Marital status,Never married,... if she argues with him,1/1/2014,16.9
105,Kenya,F,Marital status,"Widowed, divorced, separated",... if she argues with him,1/1/2014,19.3
35,Kenya,F,Marital status,Married or living together,... if she burns the food,1/1/2014,7.2
35,Kenya,F,Marital status,Never married,... if she burns the food,1/1/2014,6.4
35,Kenya,F,Marital status,"Widowed, divorced, separated",... if she burns the food,1/1/2014,7.9
175,Kenya,F,Marital status,Married or living together,... if she goes out without telling him,1/1/2014,23.5
175,Kenya,F,Marital status,Never married,... if she goes out without telling him,1/1/2014,18.2
175,Kenya,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1/1/2014,21.8
245,Kenya,F,Marital status,Married or living together,... if she neglects the children,1/1/2014,34.6
245,Kenya,F,Marital status,Never married,... if she neglects the children,1/1/2014,30.1
245,Kenya,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,1/1/2014,34.6
315,Kenya,F,Marital status,Married or living together,... if she refuses to have sex with him,1/1/2014,17.3
315,Kenya,F,Marital status,Never married,... if she refuses to have sex with him,1/1/2014,9.6
315,Kenya,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,1/1/2014,17.5
385,Kenya,F,Residence,Rural,... for at least one specific reason,1/1/2014,49.1
385,Kenya,F,Residence,Urban,... for at least one specific reason,1/1/2014,31
105,Kenya,F,Residence,Rural,... if she argues with him,1/1/2014,25.9
105,Kenya,F,Residence,Urban,... if she argues with him,1/1/2014,13.8
35,Kenya,F,Residence,Rural,... if she burns the food,1/1/2014,9.5
35,Kenya,F,Residence,Urban,... if she burns the food,1/1/2014,3.5
175,Kenya,F,Residence,Rural,... if she goes out without telling him,1/1/2014,27.1
175,Kenya,F,Residence,Urban,... if she goes out without telling him,1/1/2014,13.9
105,Kenya,M,Residence,Rural,... if she argues with him,1/1/2014,21.1
105,Kenya,M,Residence,Urban,... if she argues with him,1/1/2014,19.8
35,Kenya,M,Residence,Rural,... if she burns the food,1/1/2014,5.1
35,Kenya,M,Residence,Urban,... if she burns the food,1/1/2014,3.8
175,Kenya,M,Residence,Rural,... if she goes out without telling him,1/1/2014,20.4
175,Kenya,M,Residence,Urban,... if she goes out without telling him,1/1/2014,16.1
245,Kenya,M,Residence,Rural,... if she neglects the children,1/1/2014,27.7
245,Kenya,M,Residence,Urban,... if she neglects the children,1/1/2014,26.9
315,Kenya,M,Residence,Rural,... if she refuses to have sex with him,1/1/2014,10.9
315,Kenya,M,Residence,Urban,... if she refuses to have sex with him,1/1/2014,8.6
386,Kyrgyz Republic,F,Age,15-24,... for at least one specific reason,1/1/2012,27.9
386,Kyrgyz Republic,F,Age,25-34,... for at least one specific reason,1/1/2012,38
386,Kyrgyz Republic,F,Age,35-49,... for at least one specific reason,1/1/2012,36.8
106,Kyrgyz Republic,F,Age,15-24,... if she argues with him,1/1/2012,13.6
106,Kyrgyz Republic,F,Age,25-34,... if she argues with him,1/1/2012,19
106,Kyrgyz Republic,F,Age,35-49,... if she argues with him,1/1/2012,18.5
386,Kyrgyz Republic,M,Age,15-24,... for at least one specific reason,1/1/2012,47.4
386,Kyrgyz Republic,M,Age,25-34,... for at least one specific reason,1/1/2012,56.2
386,Kyrgyz Republic,M,Age,35-49,... for at least one specific reason,1/1/2012,48.3
106,Kyrgyz Republic,M,Age,15-24,... if she argues with him,1/1/2012,18.7
106,Kyrgyz Republic,M,Age,25-34,... if she argues with him,1/1/2012,27.9
106,Kyrgyz Republic,M,Age,35-49,... if she argues with him,1/1/2012,25
176,Kyrgyz Republic,M,Age,25-34,... if she goes out without telling him,1/1/2012,42.9
248,Liberia,F,Age,15-24,... if she neglects the children,1/1/2013,34.5
248,Liberia,F,Age,25-34,... if she neglects the children,1/1/2013,31.1
248,Liberia,F,Age,35-49,... if she neglects the children,1/1/2013,30.3
318,Liberia,F,Age,15-24,... if she refuses to have sex with him,1/1/2013,10.2
318,Liberia,F,Age,25-34,... if she refuses to have sex with him,1/1/2013,11
318,Liberia,F,Age,35-49,... if she refuses to have sex with him,1/1/2013,11
388,Liberia,F,Education,Higher,... for at least one specific reason,1/1/2013,18.5
388,Liberia,F,Education,No education,... for at least one specific reason,1/1/2013,45.8
388,Liberia,F,Education,Primary,... for at least one specific reason,1/1/2013,47.8
388,Liberia,F,Education,Secondary,... for at least one specific reason,1/1/2013,37
108,Liberia,F,Education,Higher,... if she argues with him,1/1/2013,14.4
108,Liberia,F,Education,No education,... if she argues with him,1/1/2013,35
108,Liberia,F,Education,Primary,... if she argues with him,1/1/2013,38.8
108,Liberia,F,Education,Secondary,... if she argues with him,1/1/2013,28.1
38,Liberia,F,Education,Higher,... if she burns the food,1/1/2013,0.1
38,Liberia,F,Education,No education,... if she burns the food,1/1/2013,8.6
38,Liberia,F,Education,Primary,... if she burns the food,1/1/2013,8.4
38,Liberia,F,Education,Secondary,... if she burns the food,1/1/2013,6.2
178,Liberia,F,Education,Higher,... if she goes out without telling him,1/1/2013,15.1
178,Liberia,F,Education,No education,... if she goes out without telling him,1/1/2013,30.7
178,Liberia,F,Education,Primary,... if she goes out without telling him,1/1/2013,31.5
178,Liberia,F,Education,Secondary,... if she goes out without telling him,1/1/2013,24.9
248,Liberia,F,Education,Higher,... if she neglects the children,1/1/2013,14
248,Liberia,F,Education,No education,... if she neglects the children,1/1/2013,34.5
248,Liberia,F,Education,Primary,... if she neglects the children,1/1/2013,37.1
248,Liberia,F,Education,Secondary,... if she neglects the children,1/1/2013,27.6
318,Liberia,F,Education,Higher,... if she refuses to have sex with him,1/1/2013,6.5
318,Liberia,F,Education,No education,... if she refuses to have sex with him,1/1/2013,13.4
318,Liberia,F,Education,Primary,... if she refuses to have sex with him,1/1/2013,11.6
318,Liberia,F,Education,Secondary,... if she refuses to have sex with him,1/1/2013,7.5
388,Liberia,F,Employment,Employed for cash,... for at least one specific reason,1/1/2013,39.7
388,Liberia,F,Employment,Employed for kind,... for at least one specific reason,1/1/2013,46.4
388,Liberia,F,Employment,Unemployed,... for at least one specific reason,1/1/2013,43.4
108,Liberia,F,Employment,Employed for cash,... if she argues with him,1/1/2013,31.1
108,Liberia,F,Employment,Employed for kind,... if she argues with him,1/1/2013,34.6
108,Liberia,F,Employment,Unemployed,... if she argues with him,1/1/2013,34.3
38,Liberia,F,Employment,Employed for cash,... if she burns the food,1/1/2013,6.8
38,Liberia,F,Employment,Employed for kind,... if she burns the food,1/1/2013,7.4
38,Liberia,F,Employment,Unemployed,... if she burns the food,1/1/2013,8
178,Liberia,F,Employment,Employed for cash,... if she goes out without telling him,1/1/2013,28.2
178,Liberia,F,Employment,Employed for kind,... if she goes out without telling him,1/1/2013,26.4
178,Liberia,F,Employment,Unemployed,... if she goes out without telling him,1/1/2013,29.6
248,Liberia,F,Employment,Employed for cash,... if she neglects the children,1/1/2013,31.3
248,Liberia,F,Employment,Employed for kind,... if she neglects the children,1/1/2013,31.9
248,Liberia,F,Employment,Unemployed,... if she neglects the children,1/1/2013,33.3
318,Liberia,F,Employment,Employed for cash,... if she refuses to have sex with him,1/1/2013,9.9
318,Liberia,F,Employment,Employed for kind,... if she refuses to have sex with him,1/1/2013,8.8
318,Liberia,F,Employment,Unemployed,... if she refuses to have sex with him,1/1/2013,12.3
388,Liberia,F,Marital status,Married or living together,... for at least one specific reason,1/1/2013,43.5
388,Liberia,F,Marital status,Never married,... for at least one specific reason,1/1/2013,41.6
388,Liberia,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,1/1/2013,39.5
108,Liberia,F,Marital status,Married or living together,... if she argues with him,1/1/2013,34
108,Liberia,F,Marital status,Never married,... if she argues with him,1/1/2013,32.4
108,Liberia,F,Marital status,"Widowed, divorced, separated",... if she argues with him,1/1/2013,30.6
318,Liberia,M,Age,15-24,... if she refuses to have sex with him,1/1/2013,5.3
318,Liberia,M,Age,25-34,... if she refuses to have sex with him,1/1/2013,3.5
318,Liberia,M,Age,35-49,... if she refuses to have sex with him,1/1/2013,3.1
388,Liberia,M,Education,Higher,... for at least one specific reason,1/1/2013,11.1
388,Liberia,M,Education,No education,... for at least one specific reason,1/1/2013,28
388,Liberia,M,Education,Primary,... for at least one specific reason,1/1/2013,30
388,Liberia,M,Education,Secondary,... for at least one specific reason,1/1/2013,22.3
108,Liberia,M,Education,Higher,... if she argues with him,1/1/2013,8.8
108,Liberia,M,Education,No education,... if she argues with him,1/1/2013,21.2
108,Liberia,M,Education,Primary,... if she argues with him,1/1/2013,23.4
248,Liberia,M,Education,No education,... if she neglects the children,1/1/2013,18.7
248,Liberia,M,Education,Primary,... if she neglects the children,1/1/2013,18.1
248,Liberia,M,Education,Secondary,... if she neglects the children,1/1/2013,12.7
318,Liberia,M,Education,Higher,... if she refuses to have sex with him,1/1/2013,0
318,Liberia,M,Education,No education,... if she refuses to have sex with him,1/1/2013,8.7
318,Liberia,M,Education,Primary,... if she refuses to have sex with him,1/1/2013,5.3
318,Liberia,M,Education,Secondary,... if she refuses to have sex with him,1/1/2013,2.9
388,Liberia,M,Employment,Employed for cash,... for at least one specific reason,1/1/2013,23.2
388,Liberia,M,Employment,Employed for kind,... for at least one specific reason,1/1/2013,32.5
388,Liberia,M,Employment,Unemployed,... for at least one specific reason,1/1/2013,21.3
108,Liberia,M,Employment,Employed for cash,... if she argues with him,1/1/2013,17
108,Liberia,M,Employment,Employed for kind,... if she argues with him,1/1/2013,24.7
108,Liberia,M,Employment,Unemployed,... if she argues with him,1/1/2013,16.5
248,Liberia,M,Employment,Unemployed,... if she neglects the children,1/1/2013,11.5
249,Madagascar,F,Education,No education,... if she neglects the children,1/1/2008,25.1
249,Madagascar,F,Education,Primary,... if she neglects the children,1/1/2008,28
249,Madagascar,F,Education,Secondary,... if she neglects the children,1/1/2008,31.5
319,Madagascar,F,Education,Higher,... if she refuses to have sex with him,1/1/2008,2.1
319,Madagascar,F,Education,No education,... if she refuses to have sex with him,1/1/2008,10.6
179,Madagascar,F,Employment,Employed for kind,... if she goes out without telling him,1/1/2008,22.5
179,Madagascar,F,Employment,Unemployed,... if she goes out without telling him,1/1/2008,17.9
249,Madagascar,F,Employment,Employed for cash,... if she neglects the children,1/1/2008,25.8
249,Madagascar,F,Employment,Employed for kind,... if she neglects the children,1/1/2008,31.2
249,Madagascar,F,Employment,Unemployed,... if she neglects the children,1/1/2008,28.8
319,Madagascar,F,Employment,Employed for cash,... if she refuses to have sex with him,1/1/2008,8.5
319,Madagascar,F,Employment,Employed for kind,... if she refuses to have sex with him,1/1/2008,11.2
319,Madagascar,F,Employment,Unemployed,... if she refuses to have sex with him,1/1/2008,6.9
389,Madagascar,F,Marital status,Married or living together,... for at least one specific reason,1/1/2008,32.3
389,Madagascar,F,Marital status,Never married,... for at least one specific reason,1/1/2008,33.6
389,Madagascar,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,1/1/2008,30.7
109,Madagascar,F,Marital status,Married or living together,... if she argues with him,1/1/2008,6.1
109,Madagascar,F,Marital status,Never married,... if she argues with him,1/1/2008,5.5
109,Madagascar,F,Marital status,"Widowed, divorced, separated",... if she argues with him,1/1/2008,6.2
39,Madagascar,F,Marital status,Married or living together,... if she burns the food,1/1/2008,7.1
39,Madagascar,F,Marital status,Never married,... if she burns the food,1/1/2008,7.7
39,Madagascar,F,Marital status,"Widowed, divorced, separated",... if she burns the food,1/1/2008,7.7
179,Madagascar,F,Marital status,Married or living together,... if she goes out without telling him,1/1/2008,19.3
179,Madagascar,F,Marital status,Never married,... if she goes out without telling him,1/1/2008,19.8
179,Madagascar,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1/1/2008,18.1
249,Madagascar,F,Marital status,Married or living together,... if she neglects the children,1/1/2008,28.2
249,Madagascar,F,Marital status,Never married,... if she neglects the children,1/1/2008,29.2
249,Madagascar,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,1/1/2008,26.6
319,Madagascar,F,Marital status,Married or living together,... if she refuses to have sex with him,1/1/2008,9.4
319,Madagascar,F,Marital status,Never married,... if she refuses to have sex with him,1/1/2008,7.9
319,Madagascar,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,1/1/2008,10
389,Madagascar,F,Residence,Rural,... for at least one specific reason,1/1/2008,31.3
389,Madagascar,F,Residence,Urban,... for at least one specific reason,1/1/2008,36.9
179,Madagascar,F,Residence,Urban,... if she goes out without telling him,1/1/2008,20.4
249,Madagascar,F,Residence,Rural,... if she neglects the children,1/1/2008,27.3
249,Madagascar,F,Residence,Urban,... if she neglects the children,1/1/2008,32.5
319,Madagascar,F,Residence,Rural,... if she refuses to have sex with him,1/1/2008,9.3
319,Madagascar,F,Residence,Urban,... if she refuses to have sex with him,1/1/2008,8.7
389,Madagascar,M,Age,15-24,... for at least one specific reason,1/1/2008,33.9
389,Madagascar,M,Age,25-34,... for at least one specific reason,1/1/2008,29.7
389,Madagascar,M,Age,35-49,... for at least one specific reason,1/1/2008,25.5
109,Madagascar,M,Age,15-24,... if she argues with him,1/1/2008,10
179,Madagascar,M,Age,15-24,... if she goes out without telling him,1/1/2008,21.2
249,Madagascar,M,Age,15-24,... if she neglects the children,1/1/2008,27.1
249,Madagascar,M,Age,25-34,... if she neglects the children,1/1/2008,23.9
249,Madagascar,M,Age,35-49,... if she neglects the children,1/1/2008,20.8
389,Madagascar,M,Education,No education,... for at least one specific reason,1/1/2008,30.5
389,Madagascar,M,Education,Primary,... for at least one specific reason,1/1/2008,30.8
389,Madagascar,M,Education,Secondary,... for at least one specific reason,1/1/2008,30
249,Madagascar,M,Education,No education,... if she neglects the children,1/1/2008,23.7
249,Madagascar,M,Education,Primary,... if she neglects the children,1/1/2008,25.1
249,Madagascar,M,Education,Secondary,... if she neglects the children,1/1/2008,24.1
319,Madagascar,M,Education,Higher,... if she refuses to have sex with him,1/1/2008,1.1
319,Madagascar,M,Education,No education,... if she refuses to have sex with him,1/1/2008,10.4
319,Madagascar,M,Education,Primary,... if she refuses to have sex with him,1/1/2008,8.8
319,Madagascar,M,Education,Secondary,... if she refuses to have sex with him,1/1/2008,6.6
389,Madagascar,M,Employment,Employed for cash,... for at least one specific reason,1/1/2008,26
389,Madagascar,M,Employment,Employed for kind,... for at least one specific reason,1/1/2008,35
389,Madagascar,M,Employment,Unemployed,... for at least one specific reason,1/1/2008,33.8
109,Madagascar,M,Employment,Employed for cash,... if she argues with him,1/1/2008,7.9
320,Malawi,F,Employment,Employed for kind,... if she refuses to have sex with him,1/1/2015,8.6
320,Malawi,F,Employment,Unemployed,... if she refuses to have sex with him,1/1/2015,8
390,Malawi,F,Marital status,Married or living together,... for at least one specific reason,1/1/2015,16
390,Malawi,F,Marital status,Never married,... for at least one specific reason,1/1/2015,17.9
390,Malawi,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,1/1/2015,15.1
390,Malawi,F,Residence,Rural,... for at least one specific reason,1/1/2015,17.6
390,Malawi,F,Residence,Urban,... for at least one specific reason,1/1/2015,10.5
390,Malawi,M,Age,15-24,... for at least one specific reason,1/1/2015,19.6
390,Malawi,M,Age,25-34,... for at least one specific reason,1/1/2015,8.8
390,Malawi,M,Age,35-49,... for at least one specific reason,1/1/2015,6.4
110,Malawi,M,Age,15-24,... if she argues with him,1/1/2015,8.4
110,Malawi,M,Age,25-34,... if she argues with him,1/1/2015,2.9
180,Malawi,M,Age,15-24,... if she goes out without telling him,1/1/2015,7.2
180,Malawi,M,Age,25-34,... if she goes out without telling him,1/1/2015,3.1
180,Malawi,M,Age,35-49,... if she goes out without telling him,1/1/2015,2.4
250,Malawi,M,Age,15-24,... if she neglects the children,1/1/2015,10.6
184,Morocco,F,Age,15-24,... if she goes out without telling him,1/1/2003,48.2
184,Morocco,F,Age,25-34,... if she goes out without telling him,1/1/2003,49.9
184,Morocco,F,Age,35-49,... if she goes out without telling him,1/1/2003,50.7
254,Morocco,F,Age,15-24,... if she neglects the children,1/1/2003,49.8
254,Morocco,F,Age,25-34,... if she neglects the children,1/1/2003,48.3
254,Morocco,F,Age,35-49,... if she neglects the children,1/1/2003,49.8
324,Morocco,F,Age,15-24,... if she refuses to have sex with him,1/1/2003,39
